pregunta,respuesta
agglutination,"the act of uniting by glue or other tenacious substance; the state of being thus united; adhesion of parts.-combination in which root words are united with little or no change of form or loss of meaning. see agglutinative, 2."
agglutinative,"pertaining to agglutination; tending to unite, or having power to cause adhesion; adhesive.-formed or characterized by agglutination, as a language or a compound."
aggrace,to favor; to grace.-grace; favor.
aggrandizable,capable of being aggrandized.
aggrandization,aggrandizement.
aggrandize,"to make great; to enlarge; to increase; as, to aggrandize our conceptions, authority, distress.-to make great or greater in power, rank, honor, or wealth; -- applied to persons, countries, etc.-to make appear great or greater; to exalt.-to increase or become great."
aggrandized,of aggrandize
aggrandizement,"the act of aggrandizing, or the state of being aggrandized or exalted in power, rank, honor, or wealth; exaltation; enlargement; as, the emperor seeks only the aggrandizement of his own family."
aggrandizer,"one who aggrandizes, or makes great."
aggrandizing,of aggrandize
aggrate,to please.
aggravate,"to make heavy or heavier; to add to; to increase.-to make worse, or more severe; to render less tolerable or less excusable; to make more offensive; to enhance; to intensify.-to give coloring to in description; to exaggerate; as, to aggravate circumstances.-to exasperate; to provoke; to irritate."
aggravated,of aggravate
aggravating,"of aggravate-making worse or more heinous; as, aggravating circumstances.-exasperating; provoking; irritating."
aggravatingly,in an aggravating manner.
aggravation,"the act of aggravating, or making worse; -- used of evils, natural or moral; the act of increasing in severity or heinousness; something additional to a crime or wrong and enhancing its guilt or injurious consequences.-exaggerated representation.-an extrinsic circumstance or accident which increases the guilt of a crime or the misery of a calamity.-provocation; irritation."
aggravative,tending to aggravate.-that which aggravates.
aggregate,"to bring together; to collect into a mass or sum. ""the aggregated soil.""-to add or unite, as, a person, to an association.-to amount in the aggregate to; as, ten loads, aggregating five hundred bushels.-formed by a collection of particulars into a whole mass or sum; collective.-formed into clusters or groups of lobules; as, aggregate glands.-composed of several florets within a common involucre, as in the daisy; or of several carpels formed from one flower, as in the raspberry.-having the several component parts adherent to each other only to such a degree as to be separable by mechanical means.-united into a common organized mass; -- said of certain compound animals.-a mass, assemblage, or sum of particulars; as, a house is an aggregate of stone, brick, timber, etc.-a mass formed by the union of homogeneous particles; -- in distinction from a compound, formed by the union of heterogeneous particles."
aggregated,of aggregate
aggregately,collectively; in mass.
aggregating,of aggregate
aggregation,"the act of aggregating, or the state of being aggregated; collection into a mass or sum; a collection of particulars; an aggregate."
aggregative,taken together; collective.-gregarious; social.
aggregator,one who aggregates.
aggrege,to make heavy; to aggravate.
aggress,to commit the first act of hostility or offense; to begin a quarrel or controversy; to make an attack; -- with on.-to set upon; to attack.-aggression.
aggressed,of aggress
aggressing,of aggress
aggression,"the first attack, or act of hostility; the first act of injury, or first act leading to a war or a controversy; unprovoked attack; assault; as, a war of aggression. ""aggressions of power."""
aggressive,"tending or disposed to aggress; characterized by aggression; making assaults; unjustly attacking; as, an aggressive policy, war, person, nation."
aggressor,the person who first attacks or makes an aggression; he who begins hostility or a quarrel; an assailant.
aggri,"applied to a kind of variegated glass beads of ancient manufacture; as, aggry beads are found in ashantee and fantee in africa."
aggrievance,oppression; hardship; injury; grievance.
aggrieve,"to give pain or sorrow to; to afflict; hence, to oppress or injure in one's rights; to bear heavily upon; -- now commonly used in the passive to be aggrieved.-to grieve; to lament."
aggrieved,of aggrieve
aggrieving,of aggrieve
aggroup,to bring together in a group; to group.
aggrouped,of aggroup
aggrouping,of aggroup
aggroupment,arrangement in a group or in groups; grouping.
aggry,alt. of aggri
agha,"in turkey, a commander or chief officer. it is used also as a title of respect."
aghast,"to affright; to terrify.-see agast, v. t.-terrified; struck with amazement; showing signs of terror or horror."
agible,possible to be done; practicable.
agile,"having the faculty of quick motion in the limbs; apt or ready to move; nimble; active; as, an agile boy; an agile tongue."
agilely,in an agile manner; nimbly.
agileness,agility; nimbleness.
agility,"the quality of being agile; the power of moving the limbs quickly and easily; nimbleness; activity; quickness of motion; as, strength and agility of body.-activity; powerful agency."
aging,of age
agio,the premium or percentage on a better sort of money when it is given in exchange for an inferior sort. the premium or discount on foreign bills of exchange is sometimes called agio.
agios,of agio
agiotage,"exchange business; also, stockjobbing; the maneuvers of speculators to raise or lower the price of stocks or public funds."
agist,"to take to graze or pasture, at a certain sum; -- used originally of the feeding of cattle in the king's forests, and collecting the money for the same."
agistator,see agister.
agister,alt. of agistor
agistment,"formerly, the taking and feeding of other men's cattle in the king's forests.-the taking in by any one of other men's cattle to graze at a certain rate.-the price paid for such feeding.-a charge or rate against lands; as, an agistment of sea banks, i. e., charge for banks or dikes."
agistor,"formerly, an officer of the king's forest, who had the care of cattle agisted, and collected the money for the same; -- hence called gisttaker, which in england is corrupted into guest-taker.-now, one who agists or takes in cattle to pasture at a certain rate; a pasturer."
agitable,"capable of being agitated, or easily moved."
agitate,"to move with a violent, irregular action; as, the wind agitates the sea; to agitate water in a vessel.-to move or actuate.-to stir up; to disturb or excite; to perturb; as, he was greatly agitated.-to discuss with great earnestness; to debate; as, a controversy hotly agitated.-to revolve in the mind, or view in all its aspects; to contrive busily; to devise; to plot; as, politicians agitate desperate designs."
