pregunta,respuesta
What was the team record for in a row during the 2010-2011 season?,14 wins
What was George P. Dempsey's birth year?,1929
How did the Lakers adapt to Kareem's absence?,well
Who was an important player for the Racers?,Marcus Brown
Who did they beat in two games to make it to the finals of the 2011 NBA championship game?,Phoenix Mercury
Who is the referee?,"Zach Zarba, Curtis Blair"
"Where is the stadium in Durham, NC?",Cameron Indoor Stadium
Who released a 470-page biography on Petrovio in 2015?,Todd Spehr
How much is the total assets of the case?,$4
What was Williams's birthplace?,"Parkersburg, West Virginia"
In what year was the first overall pick in the 2009 NBA Draft?,2009
Who is Marshall's great uncle?,Lenny Moore
In what year did New York get the right to swap picks with New York?,2007
How much shooting did the Raptors have in Game 1?,37.6%
Who did the team draft with the number one pick?,LaRue Martin
How many straight wins to start the 2004-05 season?,20
How many points did the Kings score in overtime against the Golden State Warriors on February 4?,109-106
What did Cuban do to avoid a market crash?,diversified his wealth
How many points and 8 rebounds did he score in a 107-81 victory against the Citadel?,28
What was he leading the team in in the first half of the season?,"scoring, rebounding, and field goal percentage"
What did the shareholders of Ascent claim was too low for the sale price?,several million dollars
How many.378.767 were there in 2011-12 New Jersey?,51 30
What two markets are in the NBA's smallest markets?,Phoenix and Milwaukee
Which team lost the 1964 NBA Playoffs to the St. Louis Hawks?,Los Angeles
What was Roy Williams' first season with North Carolina?,19-11
Who was the team's assistant coach when Anthony tied his franchise record?,Alex English
Who finished fourth on the all-time NBA assist list?,Steve Nash
Who was drafted by the Net's general manager?,Derrick Coleman and Kenny Anderson
What level was added to the arena to make room for a new upper Orange level?,Derrick Coleman and Kenny Anderson
"What is the name of the arena in West Lafayette, IN?",Purdue Mackey Arena
Who was declared out for the series after Game 2?,Looney
Where did the Lakers win their first-ever home game against the Celtics?,home
Who was rumored to be on his way out before the end of season six of American Idol?,Kidd
How many playoff teams did the NBA have in the East and West divisions?,four
How many Forwards did John's Don Boven play in 1949-50 Western Michigan?,12
Where does Robinson rank in all-time school wins?,fifth
Who was Mike Dunleavy Jr. traded to?,Indiana Pacers
What is the name of the tournament that is held in Africa?,AfroBasket
What team was the 1st 17 17 Denver Nuggets in 1978?,Washington Bullets
How many points did Barea score in the second game of the series?,12
Who did the Nuggets trade for?,Evan Fournier
How many straight regular-season scoring titles did he win?,sixth
What was Jefferson's average for the first 7 games of the 2007-08 season?,"26.9 points, 5.6 rebounds, and 2.4 assists"
In what year did Thompson suffer a knee injury?,1984
Why did they release Rodney Rogers and Net Lucious Harris?,new owner Bruce Ratner was unwilling to pay the remainder of their contracts
What was on its perimeter?,steel cage
What was Gary Buchanan's record?,"91.3%,"
What did Dumars' father instil in him?,professionalism
By what war had both the Wingfoots and Non Skids suspended play?,World War II
What injury caused Nowitzki to miss a little over a week?,high ankle sprain
What did Kaman say to Evans after he was pushed to the floor?,I felt I got a little violated by another man.
In what game did Memphis lose to Kansas in the National Championship?,overtime
What is the percentage of blocks per game George Johnson?,3.4
Who was the head coach of the Boston Celtics in 2008-09?,Doc Rivers
How many points did Chris Paul score in the quarter?,26
What team eliminated the Rams from the playoffs?,Pittsburgh Panthers
Who is the current head coach of BGSU Women's Basketball?,Curt Miller
What team is Daniel Richard green Jr. a member of?,Cleveland Cavaliers
How tall was Petrie?,6'10 (2.
"Who wrote Loose Balls: The Short, Wild Life of the American Basketball Association?","Pluto, Terry"
Who was picked up in the 2012 NBA Development League Draft?,Travis Leslie
"Who was named the Knicks' president on December 22, 2003?",Isiah Thomas
Who did Nowitzk date?,Sybille Gerer
In what month and year did he sign a two-year deal with the Raptors?,August 2005
In what year was he drafted by the Sacramento Kings?,2008
How many points and five rebounds did he record in the International Game in April 2015?,nine
Where is the 2nd Iraklis Indoor Hall located?,Thessaloniki
What was the name of the Golden State Warriors from 1975 to 1976?,Alvan Adams Phoenix Suns
When did Mötley Crüe die?,"October 30, 1985"
How many points did Wingate score for the 76ers?,20
What team are 7-1 in Game 7 of the NBA Finals?,The Celtics
Why did Rodman initially refuse to enter rehab?,he wanted to attend the Celebrity Apprentice reunion show
Where did Alex play college basketball?,Washington and Santa Clara
How many of their first fifteen games did the Hornets win?,eight
What was Ray Allen's season record?,269
What was the first NBA Finals series to not feature Tim Duncan?,1998
How many career points did Shannon Johnson score?,"2,000"
Landry had a career low on how many blocks per game?,0
Who broke it?,Bryce Alford
How many first-round games were shown on ESPN on Thursday and Friday?,six
What injury impacted his play in the following weeks?,right ankle
The Celtics finished with a record of what?,56-26
How many fans voted for the 1975 All-Star Game?,"98,325"
Who was the leader in the middle years of The Fort Wayne Zomatolners?,Bobby McDermott
Which team did Pargo sign with on February 18?,Philadelphia 76ers
Who was named the lakers head coach on May 13?,Frank Vogel
How many days later did Knight undergo surgery to treat his sports hernia?,Five
"Along with Tracy McGrady, who played a lot of minutes?",Lue
"How many points, 6 rebounds and 5 assists did Connors have?",16
What two research centers does the University operate?,"Institute for Theoretical Physics, and the Marine Sciences Research Center"
Who was the New Orleans Hornets' four-time all-star?,Chris Paul
Which team won the 1999 NBA Finals?,San Antonio Spurs
How many NBA assist titles did Robertson win while with the Royals in 1960?,six
What was his average in 1983-84 for the Lakers?,13.1 points
Where was the 1953 NBA All-Star Game played?,"Fort Wayne, Indiana"
What is the Big Ten Conference men's basketball player of the year award?,"Fort Wayne, Indiana"
How many 25-point games did Williamson record in the season?,nine
What is the nickname of the Araneta Coliseum?,the Big Dome
Who was named the Big East Player of the Year?,Ewing
How many players were traded by the end of the 1997 season?,three
What team did SMB lose to in the elimination round?,Alaska
Who said ESPN NBA Basketball has everything a hardcore NBA fan could ask for?,Bob Colayco
When did the first season of basketball at Seton hall occur?,1903-04
What did Robertson say the blacks were gonna tear up?,downtown
What are the women's teams at Notre Dame known as?,Lady Volunteers
How many games did the Celtics win?,50
How much did the deal cost Kidd?,$99 million
How many points did McAdoo score in the 1970 NCAA men's basketball championship game?,27
In what year did the Bulls fire Gar Forman?,2020
When was Green traded to the Memphis Grizzlies?,2022 NBA Draft
When were the Virginia Squires founded?,1967
What helped him block shots from behind on players?,unusually long arms (with a 2.2 m (88 in) wingspan)[10] and jumping agility
What is the NBA's all-time leading scorer?,Abdul-Jabbar
In what city did Moore score 48 points in the title game of the T-Mobile Invitational?,Seattle
What was instrumental in the expansion of the NCAA Men's Division I Basketball Championship?,The game
What year did Marc Brown lead Siena to their greatest triumph?,1989
What NBA team is Bam Adebayo a member of?,Miami Heat
What was the dance team known as?,The Teddy Bears
What's not something we've even considered?,returning to Duke
Who played for the Xinjiang Flying Tigers during the lockout?,Patrick Mills
When did the Bruins join the NCAA?,1984
What team did the Showtime Lakers defeat in 1980?,Philadelphia 76ers
What was Sloan's career win-loss record?,"1,223-803"
Who did Cobb steer McLemor toward?,financial advisers and NBA agents
On what date was Séraphin traded to the Washington Wizards?,8 July 2010
Who did Lucas offer his friendship to?,Dawkins and the 76ers
How many games did Spoelstra's Heat win to win their second NBA championship?,five
What year was George Ziegenfuss born?,1948
What record did Toronto set with 100 bench points?,NBA playoff record
Who is the PF of the Phoenix Suns?,Gani Lawal
How many points did the Nuggets have since 2000?,500
How many rebounds did Ball get per game in his career?,11.3
What has Bradley become an increasingly valuable offensive player?,three-point shooter
Who was the Jazz's leading scorer in the 2007 playoffs against Houston?,Boozer
