pregunta,respuesta
"i like all my classmates, too.",anything else?
anything else?,yes. it is not expensive!
i lost my new pen.,where did you lose it?
where did you lose it?,i do not know.
i do not know.,when did you lose it?
when did you lose it?,i think i lost it today. i used it yesterday.
i think i lost it today. i used it yesterday.,did you check all your pockets?
did you check all your pockets?,i checked all my pockets.
i checked all my pockets.,did you look in your desk?
did you look in your desk?,"yes. it is not there, either."
"yes. it is not there, either.",it is probably around somewhere.
it is probably around somewhere.,"oh, well, it only cost me a dollar."
"oh, well, it only cost me a dollar.",only a dollar? do not even look for it.
gravity is very important.,what is gravity?
what is gravity?,it is the force that pulls everything down.
it is the force that pulls everything down.,i do not understand.
i do not understand.,"if you pour water into a glass, the water goes down into the glass."
"if you pour water into a glass, the water goes down into the glass.",of course it does.
of course it does.,"without gravity, the water would go up."
"without gravity, the water would go up.",you are joking.
you are joking.,"without gravity, you would go up."
"without gravity, you would go up.",what do you mean?
what do you mean?,you would float into the sky like a balloon.
you would float into the sky like a balloon.,that would be fun!
i cannot read my book.,turn on the light.
turn on the light.,the light is on.
the light is on.,open the book.
open the book.,the book is open.
the book is open.,see an eye doctor.
see an eye doctor.,that's what i need to do.
that's what i need to do.,he'll give you a prescription for glasses.
he'll give you a prescription for glasses.,i'll make an appointment tomorrow.
i'll make an appointment tomorrow.,i'll get the yellow pages for an eye doctor.
i'll get the yellow pages for an eye doctor.,read the phone number to me.
read the phone number to me.,"i'll read it very loud, in case your hearing is getting bad, too."
what do you need for school?,i need pencils.
i need pencils.,anything else?
anything else?,i need a notebook.
i need a notebook.,do you need a pen?
do you need a pen?,no. i already have a pen.
no. i already have a pen.,do you need a calculator?
do you need a calculator?,no. the teacher does not permit calculators.
no. the teacher does not permit calculators.,how about a dictionary?
how about a dictionary?,"no, we have a big dictionary in the classroom."
"no, we have a big dictionary in the classroom.","well, i guess that's it."
"well, i guess that's it.","yes, that's all i need for now."
i like this magazine.,so do i.
so do i.,"i read it once, and i subscribed."
"i read it once, and i subscribed.",it gives you all the news.
it gives you all the news.,all the news in only 50 pages.
all the news in only 50 pages.,i like the political cartoons.
i like the political cartoons.,i like the beautiful photos of the houses for sale.
i like the beautiful photos of the houses for sale.,i always read the film reviews.
i always read the film reviews.,i never miss the food and drink section.
i never miss the food and drink section.,i gave a subscription to my parents.
i gave a subscription to my parents.,me too. they canceled their other news magazines.
me too. they canceled their other news magazines.,so did mine!
my pen is out of ink.,shake it a couple of times.
shake it a couple of times.,i shook it. there is no more ink.
i shook it. there is no more ink.,you can borrow mine.
you can borrow mine.,thank you. i'll buy a new one tomorrow.
thank you. i'll buy a new one tomorrow.,what were you doing?
what were you doing?,i was writing a letter.
i was writing a letter.,who were you writing to?
who were you writing to?,it is to my mom.
it is to my mom.,tell her i said hello.
tell her i said hello.,okay. i'll return your pen when I am done.
okay. i'll return your pen when I am done.,take your time.
have you done your homework?,not yet.
not yet.,then why are you watching tv?
then why are you watching tv?,this is my favorite show.
this is my favorite show.,go do your homework.
go do your homework.,"but, mom!"
"but, mom!",you can watch tv after you do your homework.
you can watch tv after you do your homework.,but the show will be over.
but the show will be over.,there will be another show next week.
there will be another show next week.,please?
please?,you know the rules.
you know the rules.,i hate the rules! i cannot wait till i grow up.
i cannot wait until i graduate.,me too.
me too.,no more homework.
no more homework.,i hate homework.
i hate homework.,are you going to college?
are you going to college?,i cannot afford it.
i cannot afford it.,me neither.
me neither.,so what are you going to do?
so what are you going to do?,I am joining the army.
I am joining the army.,you are kidding. you might get killed.
you are kidding. you might get killed.,"i do not think so. after i finish, i'll have enough money to go to college."
"i do not think so. after i finish, i'll have enough money to go to college.",that's not a bad idea.
what is your major?,english.
english.,what are you going to do with an english major?
what are you going to do with an english major?,I am going to be a teacher.
I am going to be a teacher.,high school or middle school?
high school or middle school?,high school.
high school.,i teach high school english.
i teach high school english.,i did not know that.
i did not know that.,i started teaching five years ago.
i started teaching five years ago.,how do you like it?
how do you like it?,do you see all this gray hair? it was totally black five years ago.
do you see all this gray hair? it was totally black five years ago.,maybe i'll teach middle school.
parking at school is impossible.,i'll say.
i'll say.,i drove around for half an hour.
i drove around for half an hour.,did you find a spot?
did you find a spot?,"i found a spot, but someone cut in and took it from me."
"i found a spot, but someone cut in and took it from me.",did you yell at them?
did you yell at them?,"yes, i did."
